fecha;valorUVR;variacion_diaria;variacion_mensual;variacion_anual;variacion_ano_corrido
24/02/2010;1,867,717;0,02;0,28;2,01;0,27
25/02/2010;1,868,175;0,02;0,3;2,02;0,29
26/02/2010;1,868,634;0,02;0,32;2,02;0,32
27/02/2010;1,869,093;0,02;0,34;2,03;0,34
28/02/2010;1,869,552;0,02;0,37;2,03;0,37
1/03/2010;1,870,011;0,02;0,38;2,03;0,39
2/03/2010;1,870,471;0,02;0,4;2,04;0,42
3/03/2010;187,093;0,02;0,42;2,04;0,44
4/03/2010;187,139;0,02;0,45;2,04;0,46
5/03/2010;1,871,849;0,02;0,47;2,05;0,49
6/03/2010;1,872,309;0,02;0,49;2,05;0,51
7/03/2010;1,872,769;0,02;0,51;2,05;0,54
8/03/2010;1,873,229;0,02;0,54;2,06;0,56
9/03/2010;1,873,689;0,02;0,56;2,06;0,59
10/03/2010;1,874,149;0,02;0,58;2,07;0,61
11/03/2010;1,874,609;0,02;0,6;2,07;0,64
12/03/2010;187,507;0,02;0,62;2,07;0,66
13/03/2010;187,553;0,02;0,65;2,08;0,69
14/03/2010;1,875,991;0,02;0,67;2,08;0,71
15/03/2010;1,876,452;0,02;0,69;2,08;0,74
16/03/2010;1,876,952;0,03;0,69;2,08;0,76
17/03/2010;1,877,453;0,03;0,69;2,08;0,79
18/03/2010;1,877,954;0,03;0,7;2,08;0,82
19/03/2010;1,878,454;0,03;0,7;2,08;0,84
20/03/2010;1,878,955;0,03;0,7;2,08;0,87
21/03/2010;1,879,456;0,03;0,7;2,08;0,9
22/03/2010;1,879,958;0,03;0,7;2,08;0,92
23/03/2010;1,880,459;0,03;0,71;2,08;0,95
24/03/2010;188,096;0,03;0,71;2,08;0,98
25/03/2010;1,881,462;0,03;0,71;2,08;1,01
26/03/2010;1,881,964;0,03;0,71;2,08;1,03
27/03/2010;1,882,466;0,03;0,72;2,08;1,06
28/03/2010;1,882,968;0,03;0,72;2,08;1,09
29/03/2010;188,347;0,03;0,74;2,08;1,11
30/03/2010;1,883,972;0,03;0,77;2,08;1,14
31/03/2010;1,884,474;0,03;0,8;2,08;1,17
1/04/2010;1,884,977;0,03;0,8;2,08;1,19
2/04/2010;188,548;0,03;0,8;2,08;1,22
3/04/2010;1,885,982;0,03;0,8;2,08;1,25
4/04/2010;1,886,485;0,03;0,81;2,08;1,28
5/04/2010;1,886,988;0,03;0,81;2,08;1,3
6/04/2010;1,887,492;0,03;0,81;2,08;1,33
7/04/2010;1,887,995;0,03;0,81;2,08;1,36
8/04/2010;1,888,498;0,03;0,82;2,08;1,38
9/04/2010;1,889,002;0,03;0,82;2,08;1,41
10/04/2010;1,889,506;0,03;0,82;2,08;1,44
11/04/2010;189,001;0,03;0,82;2,07;1,46
12/04/2010;1,890,514;0,03;0,82;2,07;1,49
13/04/2010;1,891,018;0,03;0,83;2,07;1,52
14/04/2010;1,891,522;0,03;0,83;2,07;1,55
15/04/2010;1,892,027;0,03;0,83;2,07;1,57
16/04/2010;1,892,184;0,01;0,81;2,06;1,58
17/04/2010;1,892,342;0,01;0,79;2,06;1,59
18/04/2010;1,892,499;0,01;0,77;2,05;1,6
19/04/2010;1,892,657;0,01;0,76;2,04;1,61
20/04/2010;1,892,815;0,01;0,74;2,03;1,61
21/04/2010;1,892,972;0,01;0,72;2,02;1,62
22/04/2010;189,313;0,01;0,7;2,01;1,63
23/04/2010;1,893,287;0,01;0,68;2,01;1,64
24/04/2010;1,893,445;0,01;0,66;2;1,65
25/04/2010;1,893,602;0,01;0,65;1,99;1,66
26/04/2010;189,376;0,01;0,63;1,98;1,67
27/04/2010;1,893,918;0,01;0,61;1,97;1,67
28/04/2010;1,894,075;0,01;0,59;1,96;1,68
29/04/2010;1,894,233;0,01;0,57;1,95;1,69
30/04/2010;1,894,391;0,01;0,55;1,95;1,7
1/05/2010;1,894,548;0,01;0,51;1,94;1,71
2/05/2010;1,894,706;0,01;0,49;1,93;1,72
3/05/2010;1,894,864;0,01;0,47;1,92;1,72
4/05/2010;1,895,021;0,01;0,45;1,91;1,73
5/05/2010;1,895,179;0,01;0,43;1,9;1,74
6/05/2010;1,895,337;0,01;0,42;1,9;1,75
7/05/2010;1,895,495;0,01;0,4;1,89;1,76
8/05/2010;1,895,652;0,01;0,38;1,88;1,77
9/05/2010;189,581;0,01;0,36;1,87;1,78
10/05/2010;1,895,968;0,01;0,34;1,86;1,78
11/05/2010;1,896,126;0,01;0,32;1,85;1,79
12/05/2010;1,896,284;0,01;0,31;1,84;1,8
13/05/2010;1,896,441;0,01;0,29;1,84;1,81
14/05/2010;1,896,599;0,01;0,27;1,83;1,82
15/05/2010;1,896,757;0,01;0,25;1,82;1,83
16/05/2010;1,897,038;0,01;0,26;1,82;1,84
17/05/2010;1,897,319;0,01;0,26;1,83;1,86
18/05/2010;189,76;0,01;0,27;1,83;1,87
19/05/2010;1,897,881;0,01;0,28;1,84;1,89
20/05/2010;1,898,162;0,01;0,28;1,84;1,9
21/05/2010;1,898,443;0,01;0,29;1,85;1,92
22/05/2010;1,898,724;0,01;0,3;1,85;1,93
23/05/2010;1,899,005;0,01;0,3;1,86;1,95
24/05/2010;1,899,286;0,01;0,31;1,86;1,96
25/05/2010;1,899,567;0,01;0,32;1,87;1,98
26/05/2010;1,899,848;0,01;0,32;1,87;1,99
27/05/2010;190,013;0,01;0,33;1,87;2,01
28/05/2010;1,900,411;0,01;0,33;1,88;2,02
29/05/2010;1,900,692;0,01;0,34;1,88;2,04
30/05/2010;1,900,974;0,01;0,35;1,89;2,05
31/05/2010;1,901,255;0,01;0,36;1,89;2,07
1/06/2010;1,901,537;0,01;0,37;1,9;2,08
2/06/2010;1,901,818;0,01;0,38;1,9;2,1
3/06/2010;190,21;0,01;0,38;1,91;2,11
4/06/2010;1,902,382;0,01;0,39;1,91;2,13
5/06/2010;1,902,663;0,01;0,39;1,92;2,14
6/06/2010;1,902,945;0,01;0,4;1,92;2,16
7/06/2010;1,903,227;0,01;0,41;1,92;2,17
8/06/2010;1,903,508;0,01;0,41;1,93;2,19
9/06/2010;190,379;0,01;0,42;1,93;2,2
10/06/2010;1,904,072;0,01;0,43;1,94;2,22
11/06/2010;1,904,354;0,01;0,43;1,94;2,23
12/06/2010;1,904,636;0,01;0,44;1,95;2,25
13/06/2010;1,904,918;0,01;0,45;1,95;2,26
14/06/2010;190,52;0,01;0,45;1,96;2,28
15/06/2010;1,905,482;0,01;0,46;1,96;2,29
16/06/2010;1,905,545;0;0,45;1,96;2,3
17/06/2010;1,905,609;0;0,44;1,97;2,3
18/06/2010;1,905,672;0;0,43;1,97;2,31
19/06/2010;1,905,736;0;0,41;1,97;2,31
20/06/2010;1,905,799;0;0,4;1,98;2,31
21/06/2010;1,905,863;0;0,39;1,98;2,32
22/06/2010;1,905,926;0;0,38;1,98;2,32
23/06/2010;190,599;0;0,37;1,99;2,32
24/06/2010;1,906,053;0;0,36;1,99;2,33
25/06/2010;1,906,117;0;0,34;1,99;2,33
26/06/2010;190,618;0;0,33;2;2,33
27/06/2010;1,906,244;0;0,32;2;2,34
28/06/2010;1,906,307;0;0,31;2;2,34
29/06/2010;1,906,371;0;0,3;2;2,34
30/06/2010;1,906,435;0;0,29;2,01;2,35
1/07/2010;1,906,498;0;0,26;2,01;2,35
2/07/2010;1,906,562;0;0,25;2,01;2,35
3/07/2010;1,906,625;0;0,24;2,02;2,36
4/07/2010;1,906,689;0;0,23;2,02;2,36
5/07/2010;1,906,752;0;0,21;2,02;2,36
6/07/2010;1,906,816;0;0,2;2,03;2,37
7/07/2010;1,906,879;0;0,19;2,03;2,37
8/07/2010;1,906,943;0;0,18;2,03;2,37
9/07/2010;1,907,006;0;0,17;2,04;2,38
10/07/2010;190,707;0;0,16;2,04;2,38
11/07/2010;1,907,133;0;0,15;2,04;2,38
12/07/2010;1,907,197;0;0,13;2,04;2,39
13/07/2010;190,726;0;0,12;2,05;2,39
14/07/2010;1,907,324;0;0,11;2,05;2,39
15/07/2010;1,907,387;0;0,1;2,05;2,4
16/07/2010;1,907,455;0;0,1;2,06;2,4
17/07/2010;1,907,522;0;0,1;2,06;2,4
18/07/2010;190,759;0;0,1;2,07;2,41
19/07/2010;1,907,658;0;0,1;2,08;2,41
20/07/2010;1,907,725;0;0,1;2,08;2,42
21/07/2010;1,907,793;0;0,1;2,09;2,42
22/07/2010;1,907,861;0;0,1;2,09;2,42
23/07/2010;1,907,928;0;0,1;2,1;2,43
24/07/2010;1,907,996;0;0,1;2,1;2,43
25/07/2010;1,908,064;0;0,1;2,11;2,43
26/07/2010;1,908,131;0;0,1;2,11;2,44
27/07/2010;1,908,199;0;0,1;2,12;2,44
28/07/2010;1,908,267;0;0,1;2,13;2,44
29/07/2010;1,908,334;0;0,1;2,13;2,45
30/07/2010;1,908,402;0;0,1;2,14;2,45
31/07/2010;190,847;0;0,11;2,14;2,46
1/08/2010;1,908,537;0;0,11;2,15;2,46
2/08/2010;1,908,605;0;0,11;2,15;2,46
3/08/2010;1,908,673;0;0,11;2,16;2,47
4/08/2010;190,874;0;0,11;2,17;2,47
5/08/2010;1,908,808;0;0,11;2,17;2,47
6/08/2010;1,908,876;0;0,11;2,18;2,48
7/08/2010;1,908,943;0;0,11;2,18;2,48
8/08/2010;1,909,011;0;0,11;2,19;2,48
9/08/2010;1,909,079;0;0,11;2,19;2,49
10/08/2010;1,909,147;0;0,11;2,2;2,49
11/08/2010;1,909,214;0;0,11;2,2;2,5
12/08/2010;1,909,282;0;0,11;2,21;2,5
13/08/2010;190,935;0;0,11;2,22;2,5
14/08/2010;1,909,417;0;0,11;2,22;2,51
15/08/2010;1,909,485;0;0,11;2,23;2,51
16/08/2010;190,946;0;0,11;2,23;2,51
17/08/2010;1,909,436;0;0,1;2,23;2,51
18/08/2010;1,909,411;0;0,1;2,23;2,51
19/08/2010;1,909,386;0;0,09;2,23;2,5
20/08/2010;1,909,362;0;0,09;2,23;2,5
21/08/2010;1,909,337;0;0,08;2,23;2,5
22/08/2010;1,909,313;0;0,08;2,23;2,5
23/08/2010;1,909,288;0;0,07;2,23;2,5
24/08/2010;1,909,263;0;0,07;2,23;2,5
25/08/2010;1,909,239;0;0,06;2,23;2,5
26/08/2010;1,909,214;0;0,06;2,23;2,5
27/08/2010;1,909,189;0;0,05;2,23;2,49
28/08/2010;1,909,165;0;0,05;2,23;2,49
29/08/2010;190,914;0;0,04;2,23;2,49
30/08/2010;1,909,115;0;0,04;2,23;2,49
31/08/2010;1,909,091;0;0,03;2,23;2,49
1/09/2010;1,909,066;0;0,03;2,23;2,49
2/09/2010;1,909,041;0;0,02;2,23;2,49
3/09/2010;1,909,017;0;0,02;2,23;2,48
4/09/2010;1,908,992;0;0,01;2,23;2,48
5/09/2010;1,908,968;0;0,01;2,23;2,48
6/09/2010;1,908,943;0;0;2,23;2,48
7/09/2010;1,908,918;0;0;2,23;2,48
8/09/2010;1,908,894;0;-0,01;2,23;2,48
9/09/2010;1,908,869;0;-0,01;2,23;2,48
10/09/2010;1,908,844;0;-0,02;2,23;2,48
11/09/2010;190,882;0;-0,02;2,23;2,47
12/09/2010;1,908,795;0;-0,03;2,23;2,47
13/09/2010;190,877;0;-0,03;2,23;2,47
14/09/2010;1,908,746;0;-0,04;2,23;2,47
15/09/2010;1,908,721;0;-0,04;2,23;2,47
16/09/2010;1,908,791;0;-0,04;2,23;2,47
17/09/2010;1,908,861;0;-0,03;2,23;2,48
18/09/2010;1,908,931;0;-0,03;2,23;2,48
19/09/2010;1,909,001;0;-0,02;2,24;2,48
20/09/2010;1,909,071;0;-0,02;2,24;2,49
21/09/2010;1,909,141;0;-0,01;2,24;2,49
22/09/2010;1,909,211;0;-0,01;2,24;2,5
23/09/2010;1,909,281;0;0;2,25;2,5
24/09/2010;1,909,351;0;0;2,25;2,5
25/09/2010;1,909,421;0;0,01;2,25;2,51
26/09/2010;1,909,491;0;0,01;2,25;2,51
27/09/2010;1,909,561;0;0,02;2,26;2,51
28/09/2010;1,909,631;0;0,02;2,26;2,52
29/09/2010;1,909,701;0;0,03;2,26;2,52
30/09/2010;1,909,771;0;0,03;2,26;2,53
1/10/2010;190,984;0;0,04;2,27;2,53
2/10/2010;190,991;0;0,05;2,27;2,53
3/10/2010;190,998;0;0,05;2,27;2,54
4/10/2010;191,005;0;0,06;2,27;2,54
5/10/2010;191,012;0;0,06;2,27;2,54
6/10/2010;191,019;0;0,07;2,28;2,55
7/10/2010;191,026;0;0,07;2,28;2,55
8/10/2010;191,033;0;0,08;2,28;2,56
9/10/2010;191,04;0;0,08;2,28;2,56
10/10/2010;1,910,471;0;0,09;2,29;2,56
11/10/2010;1,910,541;0;0,09;2,29;2,57
12/10/2010;1,910,611;0;0,1;2,29;2,57
13/10/2010;1,910,681;0;0,1;2,29;2,57
14/10/2010;1,910,751;0;0,11;2,3;2,58
15/10/2010;1,910,821;0;0,11;2,3;2,58
16/10/2010;1,910,735;0;0,1;2,3;2,58
17/10/2010;1,910,648;0;0,09;2,3;2,57
18/10/2010;1,910,562;0;0,09;2,3;2,57
19/10/2010;1,910,476;0;0,08;2,29;2,56
20/10/2010;1,910,389;0;0,07;2,29;2,56
21/10/2010;1,910,303;0;0,06;2,29;2,55
22/10/2010;1,910,217;0;0,05;2,29;2,55
23/10/2010;191,013;0;0,04;2,29;2,54
24/10/2010;1,910,044;0;0,04;2,29;2,54
25/10/2010;1,909,958;0;0,03;2,29;2,54
26/10/2010;1,909,871;0;0,02;2,29;2,53
27/10/2010;1,909,785;0;0,01;2,29;2,53
28/10/2010;1,909,699;0;0;2,29;2,52
29/10/2010;1,909,612;0;0;2,28;2,52
30/10/2010;1,909,526;0;-0,01;2,28;2,51
31/10/2010;190,944;0;-0,02;2,28;2,51
1/11/2010;1,909,354;0;-0,03;2,28;2,5
2/11/2010;1,909,267;0;-0,03;2,28;2,5
3/11/2010;1,909,181;0;-0,04;2,28;2,49
4/11/2010;1,909,095;0;-0,05;2,28;2,49
5/11/2010;1,909,008;0;-0,06;2,28;2,48
6/11/2010;1,908,922;0;-0,07;2,28;2,48
7/11/2010;1,908,836;0;-0,07;2,28;2,47
8/11/2010;190,875;0;-0,08;2,27;2,47
9/11/2010;1,908,663;0;-0,09;2,27;2,47
10/11/2010;1,908,577;0;-0,1;2,27;2,46
11/11/2010;1,908,491;0;-0,11;2,27;2,46
12/11/2010;1,908,405;0;-0,12;2,27;2,45
13/11/2010;1,908,318;0;-0,12;2,27;2,45
14/11/2010;1,908,232;0;-0,13;2,27;2,44
15/11/2010;1,908,146;0;-0,14;2,27;2,44
16/11/2010;1,908,089;0;-0,14;2,27;2,43
17/11/2010;1,908,031;0;-0,14;2,27;2,43
18/11/2010;1,907,974;0;-0,14;2,27;2,43
19/11/2010;1,907,917;0;-0,13;2,27;2,43
20/11/2010;190,786;0;-0,13;2,27;2,42
21/11/2010;1,907,802;0;-0,13;2,28;2,42
22/11/2010;1,907,745;0;-0,13;2,28;2,42
23/11/2010;1,907,688;0;-0,13;2,28;2,41
24/11/2010;1,907,631;0;-0,13;2,28;2,41
25/11/2010;1,907,573;0;-0,12;2,28;2,41
26/11/2010;1,907,516;0;-0,12;2,28;2,4
27/11/2010;1,907,459;0;-0,12;2,28;2,4
28/11/2010;1,907,402;0;-0,12;2,29;2,4
29/11/2010;1,907,344;0;-0,12;2,29;2,39
30/11/2010;1,907,287;0;-0,12;2,29;2,39
1/12/2010;190,723;0;-0,11;2,29;2,39
2/12/2010;1,907,173;0;-0,11;2,29;2,39
3/12/2010;1,907,115;0;-0,11;2,29;2,38
4/12/2010;1,907,058;0;-0,11;2,29;2,38
5/12/2010;1,907,001;0;-0,11;2,3;2,38
6/12/2010;1,906,944;0;-0,1;2,3;2,37
7/12/2010;1,906,886;0;-0,1;2,3;2,37
8/12/2010;1,906,829;0;-0,1;2,3;2,37
9/12/2010;1,906,772;0;-0,1;2,3;2,36
10/12/2010;1,906,715;0;-0,1;2,3;2,36
11/12/2010;1,906,658;0;-0,1;2,3;2,36
12/12/2010;190,66;0;-0,09;2,3;2,35
13/12/2010;1,906,543;0;-0,09;2,31;2,35
14/12/2010;1,906,486;0;-0,09;2,31;2,35
15/12/2010;1,906,429;0;-0,09;2,31;2,35
16/12/2010;1,906,546;0,01;-0,08;2,32;2,35
17/12/2010;1,906,662;0,01;-0,07;2,33;2,36
18/12/2010;1,906,779;0,01;-0,06;2,33;2,36
19/12/2010;1,906,896;0,01;-0,05;2,34;2,37
20/12/2010;1,907,013;0,01;-0,04;2,35;2,38
21/12/2010;190,713;0,01;-0,04;2,36;2,38
22/12/2010;1,907,246;0,01;-0,03;2,37;2,39
23/12/2010;1,907,363;0,01;-0,02;2,38;2,4
24/12/2010;190,748;0,01;-0,01;2,39;2,4
25/12/2010;1,907,597;0,01;0;2,39;2,41
26/12/2010;1,907,714;0,01;0,01;2,4;2,41
27/12/2010;190,783;0,01;0,02;2,41;2,42
28/12/2010;1,907,947;0,01;0,03;2,42;2,43
29/12/2010;1,908,064;0,01;0,04;2,43;2,43
30/12/2010;1,908,181;0,01;0,05;2,44;2,44
31/12/2010;1,908,298;0,01;0,05;2,45;2,45
1/01/2011;1,908,415;0,01;0,06;2,45;0,01
2/01/2011;1,908,531;0,01;0,07;2,46;0,01
3/01/2011;1,908,648;0,01;0,08;2,47;0,02
4/01/2011;1,908,765;0,01;0,09;2,48;0,02
5/01/2011;1,908,882;0,01;0,1;2,49;0,03
6/01/2011;1,908,999;0,01;0,11;2,5;0,04
7/01/2011;1,909,116;0,01;0,12;2,51;0,04
8/01/2011;1,909,233;0,01;0,13;2,51;0,05
9/01/2011;190,935;0,01;0,14;2,52;0,06
10/01/2011;1,909,467;0,01;0,14;2,53;0,06
11/01/2011;1,909,583;0,01;0,15;2,54;0,07
12/01/2011;190,97;0,01;0,16;2,55;0,07
13/01/2011;1,909,817;0,01;0,17;2,56;0,08
14/01/2011;1,909,934;0,01;0,18;2,57;0,09
15/01/2011;1,910,051;0,01;0,19;2,57;0,09
16/01/2011;191,045;0,02;0,2;2,59;0,11
17/01/2011;191,085;0,02;0,22;2,61;0,13
18/01/2011;1,911,249;0,02;0,23;2,63;0,15
19/01/2011;1,911,648;0,02;0,25;2,65;0,18
20/01/2011;1,912,048;0,02;0,26;2,67;0,2
21/01/2011;1,912,448;0,02;0,28;2,69;0,22
22/01/2011;1,912,847;0,02;0,29;2,71;0,24
23/01/2011;1,913,247;0,02;0,31;2,73;0,26
24/01/2011;1,913,647;0,02;0,32;2,74;0,28
25/01/2011;1,914,047;0,02;0,34;2,76;0,3
26/01/2011;1,914,447;0,02;0,35;2,78;0,32
27/01/2011;1,914,847;0,02;0,37;2,8;0,34
28/01/2011;1,915,248;0,02;0,38;2,82;0,36
29/01/2011;1,915,648;0,02;0,4;2,84;0,39
30/01/2011;1,916,048;0,02;0,41;2,86;0,41
31/01/2011;1,916,449;0,02;0,43;2,88;0,43
1/02/2011;1,916,849;0,02;0,44;2,89;0,45
2/02/2011;191,725;0,02;0,46;2,91;0,47
3/02/2011;1,917,651;0,02;0,47;2,93;0,49
4/02/2011;1,918,052;0,02;0,49;2,95;0,51
5/02/2011;1,918,453;0,02;0,5;2,97;0,53
6/02/2011;1,918,854;0,02;0,52;2,99;0,55
7/02/2011;1,919,255;0,02;0,53;3,01;0,57
8/02/2011;1,919,656;0,02;0,55;3,03;0,6
9/02/2011;1,920,057;0,02;0,56;3,05;0,62
10/02/2011;1,920,458;0,02;0,58;3,06;0,64
11/02/2011;192,086;0,02;0,59;3,08;0,66
12/02/2011;1,921,261;0,02;0,61;3,1;0,68
13/02/2011;1,921,663;0,02;0,62;3,12;0,7
14/02/2011;1,922,065;0,02;0,64;3,14;0,72
15/02/2011;1,922,466;0,02;0,65;3,16;0,74
16/02/2011;1,923,088;0,03;0,66;3,17;0,78
17/02/2011;192,371;0,03;0,67;3,18;0,81
18/02/2011;1,924,333;0,03;0,68;3,18;0,84
19/02/2011;1,924,956;0,03;0,7;3,19;0,87
20/02/2011;1,925,578;0,03;0,71;3,2;0,91
21/02/2011;1,926,201;0,03;0,72;3,21;0,94
22/02/2011;1,926,825;0,03;0,73;3,22;0,97
23/02/2011;1,927,448;0,03;0,74;3,22;1
24/02/2011;1,928,072;0,03;0,75;3,23;1,04
25/02/2011;1,928,696;0,03;0,77;3,24;1,07
26/02/2011;192,932;0,03;0,78;3,25;1,1
27/02/2011;1,929,944;0,03;0,79;3,26;1,13
28/02/2011;1,930,569;0,03;0,8;3,26;1,17
1/03/2011;1,931,193;0,03;0,75;3,27;1,2
2/03/2011;1,931,818;0,03;0,76;3,28;1,23
3/03/2011;1,932,443;0,03;0,77;3,29;1,27
4/03/2011;1,933,069;0,03;0,78;3,3;1,3
5/03/2011;1,933,694;0,03;0,79;3,3;1,33
6/03/2011;193,432;0,03;0,81;3,31;1,36
7/03/2011;1,934,946;0,03;0,82;3,32;1,4
8/03/2011;1,935,572;0,03;0,83;3,33;1,43
9/03/2011;1,936,198;0,03;0,84;3,34;1,46
10/03/2011;1,936,825;0,03;0,85;3,34;1,49
11/03/2011;1,937,452;0,03;0,86;3,35;1,53
12/03/2011;1,938,078;0,03;0,88;3,36;1,56
13/03/2011;1,938,706;0,03;0,89;3,37;1,59
14/03/2011;1,939,333;0,03;0,9;3,38;1,63
15/03/2011;193,996;0,03;0,91;3,38;1,66
16/03/2011;1,940,334;0,02;0,9;3,38;1,68
17/03/2011;1,940,709;0,02;0,88;3,37;1,7
18/03/2011;1,941,083;0,02;0,87;3,36;1,72
19/03/2011;1,941,458;0,02;0,86;3,35;1,74
20/03/2011;1,941,833;0,02;0,84;3,35;1,76
21/03/2011;1,942,207;0,02;0,83;3,34;1,78
22/03/2011;1,942,582;0,02;0,82;3,33;1,8
23/03/2011;1,942,957;0,02;0,8;3,32;1,82
24/03/2011;1,943,332;0,02;0,79;3,32;1,84
25/03/2011;1,943,707;0,02;0,78;3,31;1,86
26/03/2011;1,944,082;0,02;0,77;3,3;1,88
27/03/2011;1,944,457;0,02;0,75;3,29;1,89
28/03/2011;1,944,833;0,02;0,74;3,29;1,91
29/03/2011;1,945,208;0,02;0,76;3,28;1,93
30/03/2011;1,945,583;0,02;0,78;3,27;1,95
31/03/2011;1,945,959;0,02;0,8;3,26;1,97
1/04/2011;1,946,334;0,02;0,78;3,26;1,99
2/04/2011;194,671;0,02;0,77;3,25;2,01
3/04/2011;1,947,086;0,02;0,76;3,24;2,03
4/04/2011;1,947,462;0,02;0,74;3,23;2,05
5/04/2011;1,947,837;0,02;0,73;3,22;2,07
6/04/2011;1,948,213;0,02;0,72;3,22;2,09
7/04/2011;1,948,589;0,02;0,71;3,21;2,11
8/04/2011;1,948,965;0,02;0,69;3,2;2,13
9/04/2011;1,949,341;0,02;0,68;3,19;2,15
10/04/2011;1,949,718;0,02;0,67;3,19;2,17
11/04/2011;1,950,094;0,02;0,65;3,18;2,19
12/04/2011;195,047;0,02;0,64;3,17;2,21
13/04/2011;1,950,847;0,02;0,63;3,16;2,23
14/04/2011;1,951,223;0,02;0,61;3,16;2,25
15/04/2011;195,16;0,02;0,6;3,15;2,27
16/04/2011;1,951,775;0,01;0,59;3,15;2,28
17/04/2011;1,951,951;0,01;0,58;3,15;2,29
18/04/2011;1,952,126;0,01;0,57;3,15;2,3
19/04/2011;1,952,302;0,01;0,56;3,15;2,31
20/04/2011;1,952,477;0,01;0,55;3,15;2,32
21/04/2011;1,952,653;0,01;0,54;3,15;2,32
22/04/2011;1,952,828;0,01;0,53;3,15;2,33
23/04/2011;1,953,004;0,01;0,52;3,15;2,34
24/04/2011;1,953,179;0,01;0,51;3,15;2,35
25/04/2011;1,953,355;0,01;0,5;3,16;2,36
26/04/2011;195,353;0,01;0,49;3,16;2,37
27/04/2011;1,953,706;0,01;0,48;3,16;2,38
28/04/2011;1,953,882;0,01;0,47;3,16;2,39
29/04/2011;1,954,057;0,01;0,45;3,16;2,4
30/04/2011;1,954,233;0,01;0,44;3,16;2,41
1/05/2011;1,954,409;0,01;0,41;3,16;2,42
2/05/2011;1,954,584;0,01;0,4;3,16;2,43
3/05/2011;195,476;0,01;0,39;3,16;2,43
4/05/2011;1,954,936;0,01;0,38;3,16;2,44
5/05/2011;1,955,111;0,01;0,37;3,16;2,45
6/05/2011;1,955,287;0,01;0,36;3,16;2,46
7/05/2011;1,955,463;0,01;0,35;3,16;2,47
8/05/2011;1,955,639;0,01;0,34;3,16;2,48
9/05/2011;1,955,814;0,01;0,33;3,17;2,49
10/05/2011;195,599;0,01;0,32;3,17;2,5
11/05/2011;1,956,166;0,01;0,31;3,17;2,51
12/05/2011;1,956,342;0,01;0,3;3,17;2,52
13/05/2011;1,956,518;0,01;0,29;3,17;2,53
14/05/2011;1,956,693;0,01;0,28;3,17;2,54
15/05/2011;1,956,869;0,01;0,27;3,17;2,55
16/05/2011;1,956,945;0;0,26;3,16;2,55
17/05/2011;195,702;0;0,26;3,15;2,55
18/05/2011;1,957,096;0;0,25;3,14;2,56
19/05/2011;1,957,172;0;0,25;3,12;2,56
20/05/2011;1,957,248;0;0,24;3,11;2,57
21/05/2011;1,957,323;0;0,24;3,1;2,57
22/05/2011;1,957,399;0;0,23;3,09;2,57
23/05/2011;1,957,475;0;0,23;3,08;2,58
24/05/2011;195,755;0;0,22;3,07;2,58
25/05/2011;1,957,626;0;0,22;3,06;2,58
26/05/2011;1,957,702;0;0,21;3,05;2,59
27/05/2011;1,957,778;0;0,21;3,03;2,59
28/05/2011;1,957,853;0;0,2;3,02;2,6
29/05/2011;1,957,929;0;0,2;3,01;2,6
30/05/2011;1,958,005;0;0,19;3;2,6
31/05/2011;1,958,081;0;0,2;2,99;2,61
1/06/2011;1,958,156;0;0,19;2,98;2,61
2/06/2011;1,958,232;0;0,19;2,97;2,62
3/06/2011;1,958,308;0;0,18;2,96;2,62
4/06/2011;1,958,384;0;0,18;2,94;2,62
5/06/2011;1,958,459;0;0,17;2,93;2,63
6/06/2011;1,958,535;0;0,17;2,92;2,63
7/06/2011;1,958,611;0;0,16;2,91;2,64
8/06/2011;1,958,687;0;0,16;2,9;2,64
9/06/2011;1,958,763;0;0,15;2,89;2,64
10/06/2011;1,958,838;0;0,15;2,88;2,65
11/06/2011;1,958,914;0;0,14;2,87;2,65
12/06/2011;195,899;0;0,14;2,85;2,66
13/06/2011;1,959,066;0;0,13;2,84;2,66
14/06/2011;1,959,141;0;0,13;2,83;2,66
15/06/2011;1,959,217;0;0,12;2,82;2,67
16/06/2011;195,94;0,01;0,13;2,83;2,68
17/06/2011;1,959,582;0,01;0,13;2,83;2,69
18/06/2011;1,959,765;0,01;0,14;2,84;2,7
19/06/2011;1,959,948;0,01;0,14;2,84;2,71
20/06/2011;196,013;0,01;0,15;2,85;2,72
21/06/2011;1,960,313;0,01;0,15;2,86;2,73
22/06/2011;1,960,496;0,01;0,16;2,86;2,74
23/06/2011;1,960,678;0,01;0,16;2,87;2,74
24/06/2011;1,960,861;0,01;0,17;2,88;2,75
25/06/2011;1,961,044;0,01;0,17;2,88;2,76
26/06/2011;1,961,227;0,01;0,18;2,89;2,77
27/06/2011;1,961,409;0,01;0,19;2,89;2,78
28/06/2011;1,961,592;0,01;0,19;2,9;2,79
29/06/2011;1,961,775;0,01;0,2;2,91;2,8
30/06/2011;1,961,958;0,01;0,2;2,91;2,81
1/07/2011;1,962,141;0,01;0,2;2,92;2,82
2/07/2011;1,962,324;0,01;0,21;2,92;2,83
3/07/2011;1,962,507;0,01;0,21;2,93;2,84
4/07/2011;196,269;0,01;0,22;2,94;2,85
5/07/2011;1,962,873;0,01;0,23;2,94;2,86
6/07/2011;1,963,055;0,01;0,23;2,95;2,87
7/07/2011;1,963,238;0,01;0,24;2,96;2,88
